order_id,date,time,pizza_name,category,size,quantity,price,total_revenue
131,2015-01-02,21:33:10,"The Chicken Pesto Pizza",Chicken,L,1,20.75,20.75
132,2015-01-02,21:42:45,"The Pepperoni Pizza",Classic,S,1,9.75,9.75
133,2015-01-02,22:00:17,"The Greek Pizza",Classic,S,1,12,12
133,2015-01-02,22:00:17,"The Hawaiian Pizza",Classic,L,1,16.5,16.5
133,2015-01-02,22:00:17,"The Barbecue Chicken Pizza",Chicken,L,1,20.75,20.75
134,2015-01-02,22:13:24,"The Spinach Supreme Pizza",Supreme,S,1,12.5,12.5
134,2015-01-02,22:13:24,"The Southwest Chicken Pizza",Chicken,L,1,20.75,20.75
134,2015-01-02,22:13:24,"The Big Meat Pizza",Classic,S,1,12,12
135,2015-01-02,22:29:34,"The Vegetables + Vegetables Pizza",Veggie,L,1,20.25,20.25
136,2015-01-02,22:32:49,"The Pepper Salami Pizza",Supreme,S,1,12.5,12.5
136,2015-01-02,22:32:49,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
137,2015-01-03,11:34:10,"The Spicy Italian Pizza",Supreme,M,1,16.5,16.5
137,2015-01-03,11:34:10,"The Pepperoni Pizza",Classic,S,1,9.75,9.75
137,2015-01-03,11:34:10,"The Mediterranean Pizza",Veggie,L,1,20.25,20.25
138,2015-01-03,11:44:50,"The Sicilian Pizza",Supreme,M,1,16.25,16.25
138,2015-01-03,11:44:50,"The Italian Vegetables Pizza",Veggie,L,1,21,21
138,2015-01-03,11:44:50,"The Four Cheese Pizza",Veggie,L,1,17.95,17.95
138,2015-01-03,11:44:50,"The California Chicken Pizza",Chicken,M,1,16.75,16.75
139,2015-01-03,11:57:39,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
140,2015-01-03,12:26:44,"The Vegetables + Vegetables Pizza",Veggie,M,1,16,16
140,2015-01-03,12:26:44,"The Prosciutto and Arugula Pizza",Supreme,S,1,12.5,12.5
141,2015-01-03,13:16:01,"The Classic Deluxe Pizza",Classic,M,1,16,16
142,2015-01-03,13:33:59,"The Green Garden Pizza",Veggie,M,1,16,16
143,2015-01-03,13:41:36,"The Vegetables + Vegetables Pizza",Veggie,M,1,16,16
143,2015-01-03,13:41:36,"The Thai Chicken Pizza",Chicken,L,1,20.75,20.75
143,2015-01-03,13:41:36,"The Prosciutto and Arugula Pizza",Supreme,S,1,12.5,12.5
143,2015-01-03,13:41:36,"The Pepperoni Pizza",Classic,L,1,15.25,15.25
143,2015-01-03,13:41:36,"The Mexicana Pizza",Veggie,M,1,16,16
143,2015-01-03,13:41:36,"The Hawaiian Pizza",Classic,L,1,16.5,16.5
143,2015-01-03,13:41:36,"The Classic Deluxe Pizza",Classic,S,1,12,12
143,2015-01-03,13:41:36,"The California Chicken Pizza",Chicken,S,1,12.75,12.75
144,2015-01-03,13:44:28,"The Vegetables + Vegetables Pizza",Veggie,L,1,20.25,20.25
144,2015-01-03,13:44:28,"The Thai Chicken Pizza",Chicken,M,1,16.75,16.75
144,2015-01-03,13:44:28,"The Spicy Italian Pizza",Supreme,L,1,20.75,20.75
144,2015-01-03,13:44:28,"The Southwest Chicken Pizza",Chicken,S,1,12.75,12.75
144,2015-01-03,13:44:28,"The Southwest Chicken Pizza",Chicken,L,1,20.75,20.75
144,2015-01-03,13:44:28,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,S,1,11,11
144,2015-01-03,13:44:28,"The Four Cheese Pizza",Veggie,L,1,17.95,17.95
144,2015-01-03,13:44:28,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
144,2015-01-03,13:44:28,"The Chicken Pesto Pizza",Chicken,M,1,16.75,16.75
144,2015-01-03,13:44:28,"The California Chicken Pizza",Chicken,L,1,20.75,20.75
144,2015-01-03,13:44:28,"The Big Meat Pizza",Classic,S,1,12,12
144,2015-01-03,13:44:28,"The Barbecue Chicken Pizza",Chicken,M,3,16.75,50.25
145,2015-01-03,13:53:48,"The Greek Pizza",Classic,S,1,12,12
146,2015-01-03,14:22:10,"The Hawaiian Pizza",Classic,M,1,13.25,13.25
146,2015-01-03,14:22:10,"The Four Cheese Pizza",Veggie,M,1,14.75,14.75
146,2015-01-03,14:22:10,"The California Chicken Pizza",Chicken,L,1,20.75,20.75
147,2015-01-03,14:32:51,"The Greek Pizza",Classic,XL,1,25.5,25.5
148,2015-01-03,14:40:42,"The Mediterranean Pizza",Veggie,S,1,12,12
149,2015-01-03,14:48:45,"The Spinach and Feta Pizza",Veggie,M,1,16,16
150,2015-01-03,14:49:58,"The Pepperoni Pizza",Classic,M,1,12.5,12.5
151,2015-01-03,15:09:34,"The Spinach Supreme Pizza",Supreme,S,1,12.5,12.5
151,2015-01-03,15:09:34,"The Southwest Chicken Pizza",Chicken,L,1,20.75,20.75
152,2015-01-03,15:09:42,"The Greek Pizza",Classic,M,1,16,16
152,2015-01-03,15:09:42,"The Thai Chicken Pizza",Chicken,S,1,12.75,12.75
152,2015-01-03,15:09:42,"The Spinach and Feta Pizza",Veggie,L,1,20.25,20.25
152,2015-01-03,15:09:42,"The Hawaiian Pizza",Classic,S,1,10.5,10.5
153,2015-01-03,15:16:34,"The Mexicana Pizza",Veggie,M,1,16,16
154,2015-01-03,15:22:43,"The Prosciutto and Arugula Pizza",Supreme,S,1,12.5,12.5
155,2015-01-03,15:28:59,"The Pepper Salami Pizza",Supreme,L,1,20.75,20.75
155,2015-01-03,15:28:59,"The Pepperoni Pizza",Classic,L,1,15.25,15.25
155,2015-01-03,15:28:59,"The Napolitana Pizza",Classic,L,1,20.5,20.5
155,2015-01-03,15:28:59,"The Chicken Pesto Pizza",Chicken,S,1,12.75,12.75
156,2015-01-03,15:42:19,"The Thai Chicken Pizza",Chicken,L,1,20.75,20.75
156,2015-01-03,15:42:19,"The Napolitana Pizza",Classic,M,1,16,16
157,2015-01-03,15:43:03,"The Spinach Pesto Pizza",Veggie,M,1,16.5,16.5
157,2015-01-03,15:43:03,"The Sicilian Pizza",Supreme,M,1,16.25,16.25
157,2015-01-03,15:43:03,"The Mediterranean Pizza",Veggie,M,1,16,16
157,2015-01-03,15:43:03,"The Italian Supreme Pizza",Supreme,L,1,20.75,20.75
158,2015-01-03,15:54:30,"The Thai Chicken Pizza",Chicken,M,1,16.75,16.75
158,2015-01-03,15:54:30,"The Italian Vegetables Pizza",Veggie,M,1,16.75,16.75
159,2015-01-03,15:59:22,"The Thai Chicken Pizza",Chicken,M,1,16.75,16.75
159,2015-01-03,15:59:22,"The Four Cheese Pizza",Veggie,L,1,17.95,17.95
160,2015-01-03,16:35:33,"The Classic Deluxe Pizza",Classic,M,1,16,16
161,2015-01-03,16:43:46,"The Greek Pizza",Classic,XL,1,25.5,25.5
161,2015-01-03,16:43:46,"The Spicy Italian Pizza",Supreme,M,1,16.5,16.5
161,2015-01-03,16:43:46,"The Hawaiian Pizza",Classic,S,1,10.5,10.5
162,2015-01-03,16:51:22,"The Big Meat Pizza",Classic,S,1,12,12
163,2015-01-03,16:54:54,"The Greek Pizza",Classic,M,1,16,16
163,2015-01-03,16:54:54,"The Pepperoni Pizza",Classic,L,1,15.25,15.25
163,2015-01-03,16:54:54,"The Hawaiian Pizza",Classic,M,1,13.25,13.25
164,2015-01-03,16:56:33,"The Pepperoni Pizza",Classic,M,1,12.5,12.5
164,2015-01-03,16:56:33,"The California Chicken Pizza",Chicken,L,1,20.75,20.75
165,2015-01-03,16:57:37,"The Prosciutto and Arugula Pizza",Supreme,M,1,16.5,16.5
166,2015-01-03,16:58:51,"The Prosciutto and Arugula Pizza",Supreme,S,1,12.5,12.5
167,2015-01-03,17:00:49,"The Pepperoni Pizza",Classic,M,1,12.5,12.5
167,2015-01-03,17:00:49,"The Italian Supreme Pizza",Supreme,M,1,16.5,16.5
167,2015-01-03,17:00:49,"The Barbecue Chicken Pizza",Chicken,L,1,20.75,20.75
168,2015-01-03,17:02:27,"The Vegetables + Vegetables Pizza",Veggie,M,1,16,16
168,2015-01-03,17:02:27,"The Big Meat Pizza",Classic,S,1,12,12
169,2015-01-03,17:15:48,"The Sicilian Pizza",Supreme,M,1,16.25,16.25
169,2015-01-03,17:15:48,"The Italian Capocollo Pizza",Classic,S,1,12,12
169,2015-01-03,17:15:48,"The Four Cheese Pizza",Veggie,L,1,17.95,17.95
170,2015-01-03,17:21:31,"The Hawaiian Pizza",Classic,L,1,16.5,16.5
171,2015-01-03,17:23:03,"The Napolitana Pizza",Classic,M,1,16,16
172,2015-01-03,17:29:24,"The Thai Chicken Pizza",Chicken,L,1,20.75,20.75
172,2015-01-03,17:29:24,"The Spinach Supreme Pizza",Supreme,M,1,16.5,16.5
172,2015-01-03,17:29:24,"The Napolitana Pizza",Classic,S,1,12,12
173,2015-01-03,17:35:30,"The Vegetables + Vegetables Pizza",Veggie,L,1,20.25,20.25
173,2015-01-03,17:35:30,"The Classic Deluxe Pizza",Classic,M,1,16,16
173,2015-01-03,17:35:30,"The California Chicken Pizza",Chicken,M,1,16.75,16.75
174,2015-01-03,17:37:49,"The Italian Capocollo Pizza",Classic,M,1,16,16
174,2015-01-03,17:37:49,"The California Chicken Pizza",Chicken,M,1,16.75,16.75
174,2015-01-03,17:37:49,"The California Chicken Pizza",Chicken,L,1,20.75,20.75
174,2015-01-03,17:37:49,"The Big Meat Pizza",Classic,S,1,12,12
175,2015-01-03,17:50:51,"The Italian Supreme Pizza",Supreme,L,1,20.75,20.75
176,2015-01-03,17:51:57,"The Pepper Salami Pizza",Supreme,M,1,16.5,16.5
176,2015-01-03,17:51:57,"The California Chicken Pizza",Chicken,L,1,20.75,20.75
177,2015-01-03,17:54:36,"The Thai Chicken Pizza",Chicken,L,1,20.75,20.75
177,2015-01-03,17:54:36,"The Napolitana Pizza",Classic,S,1,12,12
178,2015-01-03,18:15:03,"The Pepper Salami Pizza",Supreme,L,1,20.75,20.75
179,2015-01-03,18:20:14,"The Vegetables + Vegetables Pizza",Veggie,S,1,12,12
179,2015-01-03,18:20:14,"The Sicilian Pizza",Supreme,M,1,16.25,16.25
179,2015-01-03,18:20:14,"The Hawaiian Pizza",Classic,L,1,16.5,16.5
180,2015-01-03,18:33:34,"The Prosciutto and Arugula Pizza",Supreme,L,1,20.75,20.75
180,2015-01-03,18:33:34,"The Classic Deluxe Pizza",Classic,L,1,20.5,20.5
181,2015-01-03,18:49:32,"The Mexicana Pizza",Veggie,L,1,20.25,20.25
182,2015-01-03,18:50:10,"The Pepper Salami Pizza",Supreme,L,1,20.75,20.75
182,2015-01-03,18:50:10,"The Brie Carre Pizza",Supreme,S,1,23.65,23.65
183,2015-01-03,18:54:55,"The Spinach Pesto Pizza",Veggie,S,1,12.5,12.5
183,2015-01-03,18:54:55,"The Spinach Pesto Pizza",Veggie,L,1,20.75,20.75
183,2015-01-03,18:54:55,"The Napolitana Pizza",Classic,M,1,16,16
184,2015-01-03,18:59:05,"The Hawaiian Pizza",Classic,L,1,16.5,16.5
185,2015-01-03,19:08:33,"The Spinach Pesto Pizza",Veggie,S,1,12.5,12.5
185,2015-01-03,19:08:33,"The Sicilian Pizza",Supreme,M,1,16.25,16.25
186,2015-01-03,19:36:00,"The Thai Chicken Pizza",Chicken,L,1,20.75,20.75
186,2015-01-03,19:36:00,"The Spinach Pesto Pizza",Veggie,L,1,20.75,20.75
186,2015-01-03,19:36:00,"The Southwest Chicken Pizza",Chicken,L,1,20.75,20.75
186,2015-01-03,19:36:00,"The Mexicana Pizza",Veggie,L,1,20.25,20.25
187,2015-01-03,19:37:12,"The Spinach Pesto Pizza",Veggie,L,1,20.75,20.75
187,2015-01-03,19:37:12,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
188,2015-01-03,20:08:39,"The Pepper Salami Pizza",Supreme,L,1,20.75,20.75
188,2015-01-03,20:08:39,"The Pepperoni Pizza",Classic,S,1,9.75,9.75
188,2015-01-03,20:08:39,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
189,2015-01-03,20:12:14,"The Thai Chicken Pizza",Chicken,S,1,12.75,12.75
189,2015-01-03,20:12:14,"The Big Meat Pizza",Classic,S,2,12,24
190,2015-01-03,20:14:23,"The Prosciutto and Arugula Pizza",Supreme,L,1,20.75,20.75
190,2015-01-03,20:14:23,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,S,1,11,11
190,2015-01-03,20:14:23,"The Four Cheese Pizza",Veggie,M,1,14.75,14.75
190,2015-01-03,20:14:23,"The Barbecue Chicken Pizza",Chicken,L,1,20.75,20.75
191,2015-01-03,20:24:50,"The Chicken Alfredo Pizza",Chicken,M,1,16.75,16.75
191,2015-01-03,20:24:50,"The California Chicken Pizza",Chicken,L,1,20.75,20.75
192,2015-01-03,20:30:08,"The Southwest Chicken Pizza",Chicken,L,1,20.75,20.75
192,2015-01-03,20:30:08,"The Sicilian Pizza",Supreme,S,1,12.25,12.25
193,2015-01-03,20:55:47,"The Chicken Alfredo Pizza",Chicken,L,2,20.75,41.5
193,2015-01-03,20:55:47,"The California Chicken Pizza",Chicken,M,1,16.75,16.75
193,2015-01-03,20:55:47,"The Big Meat Pizza",Classic,S,1,12,12
194,2015-01-03,21:21:24,"The Barbecue Chicken Pizza",Chicken,S,1,12.75,12.75
195,2015-01-03,21:25:20,"The Barbecue Chicken Pizza",Chicken,L,1,20.75,20.75
196,2015-01-03,21:40:14,"The Vegetables + Vegetables Pizza",Veggie,M,1,16,16
196,2015-01-03,21:40:14,"The Spicy Italian Pizza",Supreme,M,1,16.5,16.5
196,2015-01-03,21:40:14,"The Sicilian Pizza",Supreme,S,1,12.25,12.25
197,2015-01-03,21:47:48,"The Soppressata Pizza",Supreme,L,1,20.75,20.75
197,2015-01-03,21:47:48,"The Italian Vegetables Pizza",Veggie,L,1,21,21
197,2015-01-03,21:47:48,"The Italian Capocollo Pizza",Classic,L,1,20.5,20.5
197,2015-01-03,21:47:48,"The Four Cheese Pizza",Veggie,L,1,17.95,17.95
198,2015-01-03,21:55:42,"The Chicken Alfredo Pizza",Chicken,L,1,20.75,20.75
198,2015-01-03,21:55:42,"The Big Meat Pizza",Classic,S,1,12,12
199,2015-01-03,22:10:38,"The Chicken Alfredo Pizza",Chicken,M,1,16.75,16.75
200,2015-01-03,22:24:05,"The Greek Pizza",Classic,XL,1,25.5,25.5
201,2015-01-03,22:29:59,"The Greek Pizza",Classic,XL,1,25.5,25.5
201,2015-01-03,22:29:59,"The Italian Supreme Pizza",Supreme,L,1,20.75,20.75
201,2015-01-03,22:29:59,"The Chicken Pesto Pizza",Chicken,L,1,20.75,20.75
201,2015-01-03,22:29:59,"The Calabrese Pizza",Supreme,M,1,16.25,16.25
202,2015-01-03,22:50:29,"The California Chicken Pizza",Chicken,S,1,12.75,12.75
203,2015-01-04,11:30:48,"The Greek Pizza",Classic,S,1,12,12
203,2015-01-04,11:30:48,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,L,1,17.5,17.5
203,2015-01-04,11:30:48,"The Italian Vegetables Pizza",Veggie,M,1,16.75,16.75
203,2015-01-04,11:30:48,"The California Chicken Pizza",Chicken,L,1,20.75,20.75
204,2015-01-04,11:36:25,"The Spicy Italian Pizza",Supreme,L,1,20.75,20.75
205,2015-01-04,11:43:54,"The Prosciutto and Arugula Pizza",Supreme,S,1,12.5,12.5
205,2015-01-04,11:43:54,"The Chicken Alfredo Pizza",Chicken,M,1,16.75,16.75
205,2015-01-04,11:43:54,"The California Chicken Pizza",Chicken,S,1,12.75,12.75
206,2015-01-04,11:45:10,"The Spicy Italian Pizza",Supreme,L,1,20.75,20.75
206,2015-01-04,11:45:10,"The Pepperoni Pizza",Classic,S,1,9.75,9.75
206,2015-01-04,11:45:10,"The Napolitana Pizza",Classic,M,1,16,16
207,2015-01-04,12:03:58,"The Spicy Italian Pizza",Supreme,L,1,20.75,20.75
208,2015-01-04,12:12:05,"The Greek Pizza",Classic,M,1,16,16
208,2015-01-04,12:12:05,"The Pepperoni Pizza",Classic,M,1,12.5,12.5
208,2015-01-04,12:12:05,"The Chicken Alfredo Pizza",Chicken,M,1,16.75,16.75
208,2015-01-04,12:12:05,"The Barbecue Chicken Pizza",Chicken,S,1,12.75,12.75
208,2015-01-04,12:12:05,"The Barbecue Chicken Pizza",Chicken,L,1,20.75,20.75
209,2015-01-04,12:29:17,"The California Chicken Pizza",Chicken,L,1,20.75,20.75
210,2015-01-04,12:34:13,"The Spinach and Feta Pizza",Veggie,S,1,12,12
211,2015-01-04,12:54:20,"The Pepperoni Pizza",Classic,S,1,9.75,9.75
212,2015-01-04,13:16:03,"The Italian Capocollo Pizza",Classic,L,1,20.5,20.5
213,2015-01-04,13:20:39,"The Four Cheese Pizza",Veggie,L,1,17.95,17.95
214,2015-01-04,13:39:16,"The Spinach Pesto Pizza",Veggie,M,1,16.5,16.5
214,2015-01-04,13:39:16,"The Mexicana Pizza",Veggie,S,1,12,12
214,2015-01-04,13:39:16,"The Italian Supreme Pizza",Supreme,M,1,16.5,16.5
214,2015-01-04,13:39:16,"The Italian Capocollo Pizza",Classic,L,1,20.5,20.5
215,2015-01-04,13:44:49,"The Green Garden Pizza",Veggie,S,1,12,12
216,2015-01-04,14:31:56,"The Hawaiian Pizza",Classic,L,1,16.5,16.5
216,2015-01-04,14:31:56,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
216,2015-01-04,14:31:56,"The Barbecue Chicken Pizza",Chicken,M,1,16.75,16.75
217,2015-01-04,14:35:03,"The Spinach and Feta Pizza",Veggie,S,1,12,12
217,2015-01-04,14:35:03,"The Classic Deluxe Pizza",Classic,M,1,16,16
218,2015-01-04,14:35:11,"The Spicy Italian Pizza",Supreme,M,1,16.5,16.5
219,2015-01-04,14:42:01,"The Spinach and Feta Pizza",Veggie,M,1,16,16
219,2015-01-04,14:42:01,"The Pepper Salami Pizza",Supreme,M,1,16.5,16.5
219,2015-01-04,14:42:01,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
219,2015-01-04,14:42:01,"The Barbecue Chicken Pizza",Chicken,L,1,20.75,20.75
220,2015-01-04,15:31:59,"The Spicy Italian Pizza",Supreme,L,1,20.75,20.75
220,2015-01-04,15:31:59,"The Napolitana Pizza",Classic,L,1,20.5,20.5
220,2015-01-04,15:31:59,"The Italian Capocollo Pizza",Classic,S,1,12,12
220,2015-01-04,15:31:59,"The Hawaiian Pizza",Classic,S,1,10.5,10.5
221,2015-01-04,15:33:18,"The Greek Pizza",Classic,S,1,12,12
221,2015-01-04,15:33:18,"The Prosciutto and Arugula Pizza",Supreme,M,1,16.5,16.5
221,2015-01-04,15:33:18,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
222,2015-01-04,15:46:38,"The Sicilian Pizza",Supreme,S,1,12.25,12.25
222,2015-01-04,15:46:38,"The Four Cheese Pizza",Veggie,L,1,17.95,17.95
223,2015-01-04,16:08:20,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,S,1,11,11
224,2015-01-04,16:39:58,"The Thai Chicken Pizza",Chicken,L,1,20.75,20.75
224,2015-01-04,16:39:58,"The Napolitana Pizza",Classic,M,1,16,16
224,2015-01-04,16:39:58,"The Italian Supreme Pizza",Supreme,M,1,16.5,16.5
224,2015-01-04,16:39:58,"The Chicken Alfredo Pizza",Chicken,S,1,12.75,12.75
225,2015-01-04,16:41:48,"The Southwest Chicken Pizza",Chicken,S,1,12.75,12.75
225,2015-01-04,16:41:48,"The Barbecue Chicken Pizza",Chicken,M,1,16.75,16.75
225,2015-01-04,16:41:48,"The Barbecue Chicken Pizza",Chicken,L,1,20.75,20.75
226,2015-01-04,16:59:39,"The Classic Deluxe Pizza",Classic,L,1,20.5,20.5
227,2015-01-04,17:24:39,"The Greek Pizza",Classic,M,1,16,16
227,2015-01-04,17:24:39,"The Barbecue Chicken Pizza",Chicken,M,1,16.75,16.75
228,2015-01-04,17:31:24,"The Italian Vegetables Pizza",Veggie,S,1,12.75,12.75
229,2015-01-04,17:37:57,"The Spinach Pesto Pizza",Veggie,S,1,12.5,12.5
229,2015-01-04,17:37:57,"The Prosciutto and Arugula Pizza",Supreme,L,1,20.75,20.75
229,2015-01-04,17:37:57,"The Italian Vegetables Pizza",Veggie,L,1,21,21
230,2015-01-04,17:58:38,"The Thai Chicken Pizza",Chicken,M,1,16.75,16.75
231,2015-01-04,18:04:18,"The Prosciutto and Arugula Pizza",Supreme,S,1,12.5,12.5
231,2015-01-04,18:04:18,"The Napolitana Pizza",Classic,S,1,12,12
231,2015-01-04,18:04:18,"The California Chicken Pizza",Chicken,L,1,20.75,20.75
232,2015-01-04,18:21:59,"The Spinach Supreme Pizza",Supreme,L,1,20.75,20.75
232,2015-01-04,18:21:59,"The Barbecue Chicken Pizza",Chicken,M,1,16.75,16.75
233,2015-01-04,18:26:51,"The Spinach and Feta Pizza",Veggie,S,1,12,12
234,2015-01-04,18:36:09,"The Napolitana Pizza",Classic,M,1,16,16
234,2015-01-04,18:36:09,"The Italian Supreme Pizza",Supreme,S,1,12.5,12.5
234,2015-01-04,18:36:09,"The Chicken Alfredo Pizza",Chicken,M,1,16.75,16.75
235,2015-01-04,18:51:30,"The California Chicken Pizza",Chicken,M,1,16.75,16.75
236,2015-01-04,19:21:04,"The Green Garden Pizza",Veggie,M,1,16,16
236,2015-01-04,19:21:04,"The Classic Deluxe Pizza",Classic,L,1,20.5,20.5
237,2015-01-04,19:27:48,"The Green Garden Pizza",Veggie,S,1,12,12
238,2015-01-04,19:45:15,"The Spinach Pesto Pizza",Veggie,L,1,20.75,20.75
239,2015-01-04,19:57:52,"The Thai Chicken Pizza",Chicken,M,1,16.75,16.75
239,2015-01-04,19:57:52,"The Italian Supreme Pizza",Supreme,L,1,20.75,20.75
240,2015-01-04,20:10:24,"The Four Cheese Pizza",Veggie,M,1,14.75,14.75
241,2015-01-04,20:11:25,"The Spinach Supreme Pizza",Supreme,L,1,20.75,20.75
241,2015-01-04,20:11:25,"The Sicilian Pizza",Supreme,M,1,16.25,16.25
242,2015-01-04,20:15:29,"The Vegetables + Vegetables Pizza",Veggie,M,1,16,16
242,2015-01-04,20:15:29,"The Thai Chicken Pizza",Chicken,L,1,20.75,20.75
242,2015-01-04,20:15:29,"The Calabrese Pizza",Supreme,M,1,16.25,16.25
243,2015-01-04,20:26:17,"The Spinach Supreme Pizza",Supreme,S,1,12.5,12.5
243,2015-01-04,20:26:17,"The Classic Deluxe Pizza",Classic,L,1,20.5,20.5
244,2015-01-04,20:26:22,"The Spicy Italian Pizza",Supreme,L,1,20.75,20.75
244,2015-01-04,20:26:22,"The Italian Supreme Pizza",Supreme,S,1,12.5,12.5
245,2015-01-04,20:28:41,"The Chicken Pesto Pizza",Chicken,L,1,20.75,20.75
245,2015-01-04,20:28:41,"The Barbecue Chicken Pizza",Chicken,L,1,20.75,20.75
246,2015-01-04,20:30:48,"The Pepperoni Pizza",Classic,L,1,15.25,15.25
246,2015-01-04,20:30:48,"The Chicken Alfredo Pizza",Chicken,M,1,16.75,16.75
247,2015-01-04,20:55:29,"The Spinach Supreme Pizza",Supreme,S,1,12.5,12.5
247,2015-01-04,20:55:29,"The Sicilian Pizza",Supreme,M,1,16.25,16.25
247,2015-01-04,20:55:29,"The Hawaiian Pizza",Classic,M,1,13.25,13.25
248,2015-01-04,20:58:19,"The Thai Chicken Pizza",Chicken,L,1,20.75,20.75
248,2015-01-04,20:58:19,"The Hawaiian Pizza",Classic,S,1,10.5,10.5
249,2015-01-04,21:06:16,"The Calabrese Pizza",Supreme,S,1,12.25,12.25
249,2015-01-04,21:06:16,"The Barbecue Chicken Pizza",Chicken,L,1,20.75,20.75
250,2015-01-04,21:07:05,"The Four Cheese Pizza",Veggie,M,1,14.75,14.75
251,2015-01-04,21:10:05,"The Mexicana Pizza",Veggie,M,1,16,16
252,2015-01-04,22:13:15,"The Prosciutto and Arugula Pizza",Supreme,M,1,16.5,16.5
253,2015-01-04,22:16:18,"The Brie Carre Pizza",Supreme,S,1,23.65,23.65
254,2015-01-04,22:22:13,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
254,2015-01-04,22:22:13,"The Brie Carre Pizza",Supreme,S,1,23.65,23.65
254,2015-01-04,22:22:13,"The Barbecue Chicken Pizza",Chicken,L,1,20.75,20.75
255,2015-01-05,11:23:35,"The Spinach and Feta Pizza",Veggie,M,1,16,16
255,2015-01-05,11:23:35,"The Hawaiian Pizza",Classic,L,1,16.5,16.5
255,2015-01-05,11:23:35,"The Green Garden Pizza",Veggie,M,1,16,16
255,2015-01-05,11:23:35,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
256,2015-01-05,11:56:06,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,L,1,17.5,17.5
257,2015-01-05,11:59:04,"The Chicken Alfredo Pizza",Chicken,L,1,20.75,20.75
257,2015-01-05,11:59:04,"The California Chicken Pizza",Chicken,L,1,20.75,20.75
258,2015-01-05,11:59:23,"The Classic Deluxe Pizza",Classic,M,1,16,16
259,2015-01-05,12:04:25,"The Pepperoni Pizza",Classic,L,1,15.25,15.25
260,2015-01-05,12:06:27,"The Greek Pizza",Classic,L,1,20.5,20.5
260,2015-01-05,12:06:27,"The Five Cheese Pizza",Veggie,L,1,18.5,18.5
261,2015-01-05,12:38:29,"The Brie Carre Pizza",Supreme,S,1,23.65,23.65
262,2015-01-05,12:42:01,"The California Chicken Pizza",Chicken,M,1,16.75,16.75
263,2015-01-05,12:57:22,"The Spinach Pesto Pizza",Veggie,L,1,20.75,20.75
264,2015-01-05,13:03:59,"The Mexicana Pizza",Veggie,M,1,16,16
265,2015-01-05,13:04:42,"The Spicy Italian Pizza",Supreme,L,1,20.75,20.75
265,2015-01-05,13:04:42,"The Sicilian Pizza",Supreme,M,1,16.25,16.25
265,2015-01-05,13:04:42,"The Mexicana Pizza",Veggie,L,1,20.25,20.25
265,2015-01-05,13:04:42,"The Chicken Alfredo Pizza",Chicken,M,1,16.75,16.75
266,2015-01-05,13:09:29,"The Pepper Salami Pizza",Supreme,M,1,16.5,16.5
267,2015-01-05,13:37:50,"The Napolitana Pizza",Classic,S,1,12,12
267,2015-01-05,13:37:50,"The Mediterranean Pizza",Veggie,L,1,20.25,20.25
267,2015-01-05,13:37:50,"The Four Cheese Pizza",Veggie,L,1,17.95,17.95
268,2015-01-05,13:40:46,"The Pepperoni Pizza",Classic,S,1,9.75,9.75
268,2015-01-05,13:40:46,"The Italian Supreme Pizza",Supreme,L,1,20.75,20.75
269,2015-01-05,13:49:34,"The Chicken Alfredo Pizza",Chicken,M,1,16.75,16.75
270,2015-01-05,14:09:02,"The Thai Chicken Pizza",Chicken,L,1,20.75,20.75
270,2015-01-05,14:09:02,"The Spinach Pesto Pizza",Veggie,L,1,20.75,20.75
270,2015-01-05,14:09:02,"The Southwest Chicken Pizza",Chicken,L,1,20.75,20.75
271,2015-01-05,14:22:19,"The Greek Pizza",Classic,S,1,12,12
271,2015-01-05,14:22:19,"The Southwest Chicken Pizza",Chicken,M,1,16.75,16.75
271,2015-01-05,14:22:19,"The Soppressata Pizza",Supreme,M,1,16.5,16.5
271,2015-01-05,14:22:19,"The Sicilian Pizza",Supreme,S,1,12.25,12.25
271,2015-01-05,14:22:19,"The Italian Supreme Pizza",Supreme,M,1,16.5,16.5
271,2015-01-05,14:22:19,"The Classic Deluxe Pizza",Classic,M,1,16,16
271,2015-01-05,14:22:19,"The Chicken Pesto Pizza",Chicken,L,2,20.75,41.5
271,2015-01-05,14:22:19,"The Chicken Alfredo Pizza",Chicken,M,2,16.75,33.5
271,2015-01-05,14:22:19,"The California Chicken Pizza",Chicken,M,2,16.75,33.5
271,2015-01-05,14:22:19,"The Big Meat Pizza",Classic,S,1,12,12
272,2015-01-05,14:24:05,"The Italian Supreme Pizza",Supreme,M,1,16.5,16.5
